'03032023','182206',001,125,2
'03032023','182018',001,265,2
'03032023','181958',001,165,2
'03032023','181856',001,290,2
'03032023','182040',001,32,2
'03032023','181851',001,267,2
'03032023','182007',001,562,2
'03032023','182026',001,711,2
'03032023','182031',001,711,2
'03032023','182039',001,271,2
'03032023','182330',001,1019,2
'03032023','182255',001,287,2
'03032023','182248',001,628,2
'03032023','182200',001,565,2
'03032023','182322',001,273,2
'03032023','182228',001,43,2
'03032023','182442',001,53,2
'03032023','182351',001,598,2
'03032023','182658',001,1035,2
'03032023','182644',001,297,2
'03032023','182700',001,124,2
'03032023','182803',001,287,2
'03032023','182706',001,699,2
'03032023','182927',001,687,2
'03032023','182920',001,68,2
'03032023','182846',001,17,2
'03032023','182927',001,676,2
'03032023','182858',001,215,2
'03032023','182811',001,10,2
'03032023','182911',001,271,2
'03032023','183009',001,289,2
'03032023','182953',001,43,2
'03032023','183130',001,556,2
'03032023','183128',001,293,2
'03032023','183128',001,658,2
'03032023','183209',001,201,2
'03032023','183140',001,264,2
'03032023','183316',001,636,2
'03032023','183145',001,617,2
'03032023','183417',001,556,2
'03032023','183714',001,33,2
'03032023','183318',001,272,2
'03032023','183309',001,115,2
'03032023','183338',001,16,2
'03032023','185030',001,38,2
'03032023','185021',001,133,2
'03032023','185024',001,668,2
'03032023','185050',001,1001,2
'03032023','185129',001,124,2
'03032023','185030',001,16,2
'03032023','185105',001,632,2
'03032023','184928',001,1017,2
'03032023','185054',001,21003,2
'03032023','185257',001,542,2
'03032023','185221',001,1001,2
'03032023','185236',001,165,2
'03032023','185232',001,1001,2
'03032023','185237',001,568,2
'03032023','185304',001,565,2
'03032023','185352',001,169,2
'03032023','185254',001,46,2
'03032023','185453',001,113,2
'03032023','185535',001,684,2
'03032023','185419',001,290,2
'03032023','185633',001,542,2
'03032023','185556',001,115,2
'04032023','125517',001,1035,1
'04032023','125424',001,501,1
'04032023','125610',001,1007,1
'04032023','125248',001,703,1
'04032023','125524',001,630,1
'04032023','125543',001,583,1
'04032023','125743',001,283,1
'04032023','125627',001,32,1
'04032023','125610',001,598,1
'04032023','125905',001,1035,1
'04032023','125758',001,154,1
'04032023','125924',001,1030,1
'04032023','125641',001,607,1
'04032023','125937',001,1030,1
'04032023','125834',001,512,1
'04032023','130047',001,1030,1
